# Append-only ledger: preserve existing rows; corrections and later evidence belong in new rows.
id,date,hypothesis,mathematical_motivation,exact_predictions,cheapest_decisive_test,evidence_for,evidence_against,status,artifact_paths,next_action
H307,2026-08-15,The exact common-zero space of the open 2x6 ladder has dimension seven and contributes an M_7(C) commutant block.,"A and B vanish on their common kernel, making all its endomorphisms commute.","Character dimensions are (1,0,2,0,2,0,2,0), total 7; its End algebra has dimension 49.",Exact Fraction elimination restricted to B=0 orbit coordinates followed by A-kernel substitution.,Exact sector kernels give the stated vector and W is reducing by Hermiticity; subtracting ww^T from the Hom table is nonnegative and exact.,None in the finite calculation.,confirmed,experiments/e89_commutant_2x6.py;results/integrability/commutant_2x6.json;proofs/commutant_2x6.md,Separate this zero-mode mechanism from any claim about local conserved charges.
H308,2026-08-15,"After removing the common-zero M_7(C) block, exact Hom intertwiners force the complex type M_2(C)^2 direct-sum C^14.",Residual diagonal dimensions 2 or 3 and cross-Hom dimensions 0 or 1 determine multiplicity components of the semisimple complex commutant.,The full complex type is M_7(C) direct-sum M_2(C)^2 direct-sum C^14 with centre dimension 17.,Subtract ww^T from the exact Hom table and apply the finite Hermitian-pair semisimplicity/intertwiner argument.,"Residual subtables [[2,1],[1,2]] and [[1,1],[1,1]] give the two M_2(C) factors; four isolated dimension-three blocks give C^12.",No split over Q is asserted here.,confirmed,results/integrability/commutant_2x6.json;proofs/commutant_2x6.md;tests/test_commutant_2x6.py,"If a rational Wedderburn split is needed, certify rational primitive projectors separately."
H309,2026-08-15,Finite 2x6 commutant structure implies an all-L local conserved charge or integrability statement.,Finite matrix symmetries can be mistaken for extensive charges.,An all-L claim would require a bounded-range density or an induction/recurrence certificate across ladder lengths.,Construct and exactly verify a translation-sum bounded-range charge or an all-L recurrence.,None beyond finite-layer module symmetries.,The exact result is only finite; tested split types vary with L and no locality or induction certificate exists.,unresolved,proofs/commutant_2x6.md;proofs/commutant_family.md,Keep the finite theorem separate from integrability and 3D-Ising claims.
H290,2026-08-15,FLM order-26 contributing classes are exactly the canonical boxes with a+b+c<=16; the 21 classes with a+b+c=16 contribute minimal-span weights with all 13 cuts crossed twice,Every box edge crosses exactly one coordinate cut and even subgraphs cross each cut evenly; hence the order bound 2*sum(side_i-1)<=truncation_order,Zero degree-26 weights for a+b+c>16; nonzero minimal-span weights for most of the 21 sum-16 classes,Compare frontier minimal-span weights with unchanged engine+Moebius weights at degree 26,19 of 19 non-walled sum-16 classes agree; full class list enumerated in artifact,None,confirmed,experiments/e86_ht_v26.py;results/series/ht_v26.json;proofs/ht_v26.md,Reuse the lemma at order 28
H291,2026-08-15,Box-general cut-capped parity frontier extracts the minimal-span weights of the walled cross-section 25/24 boxes 6x5x5 and 6x6x4 at v^26,Cut-capping at two is exact because 13 positive even cut totals sum to 26; the pending parity register generalizes to width b*c,W(6x5x5)=66848887584 and W(6x6x4)=37481891632 with six-prime CRT uniqueness,19-of-19 battery agreement plus a second sweep direction 5x6x5 reproducing W(6x5x5),Alt sweep peaked at 6052835 states and returned identical 66848887584,None,confirmed,experiments/e86_ht_v26.py;results/series/ht_v26.json,Extend to the v^28 walled classes
H292,2026-08-15,Square-free cut-variable logarithms undercount non-minimal four-crossing weights; the ordinary half-crossing mixed-radix logarithm is exact,A cut crossed four times can split 2+2 across two logarithm factors which square-free monomials collapse,3x3x3 degree-14 gives 6*c4=35112; 4x4x4 degree-20 gives 6*c_edge+3*c_middle=159872736; 5x5x5 degree-26 weight is 310476131424,Lower-order four-crossing controls against the independent spin-transfer FLM,35112 and 159872736 match FLM exactly; middle-orbit coefficients equal across axes,Square-free route returned wrong 103032 at degree 14,confirmed,experiments/e86_ht_v26.py;tests/test_ht_v26.py;proofs/ht_v26.md,Generalize exponents to radix 4 for v^28 profiles
H293,2026-08-15,Exact simple-cubic HT series extends to [v^26] phi=115377512914251/26 with interaction coefficient 4437596650548,Injecting only the three certified walled weights into the unchanged FLM inversion leaves all lower coefficients fixed,v^0..v^24 prefix unchanged; v^25=0; v^26 denominator 26,Full run with prefix control against ht_v24.json and external Table I,Prefix exact; Arisue-Fujiwara Table I (arXiv:hep-lat/0209002; PDF sha256 recorded in artifact) agrees on all entries v^2..v^26,None,confirmed,results/series/ht_v26.json;proofs/ht_v26.md,Target v^28=525549581866326/7 and v^30=6448284363491202/5
H294,2026-08-15,Six 31-bit CRT primes with O_13-based labelled-slot bounds certify uniqueness of every v^26 frontier weight,Bounds O_13*prod_c C(E_c;2) at minimal span and O_13*C(25;4)^2*C(25;2)^11 per four-crossing coefficient,Modulus product exceeds twice every bound and every weight lies within its bound,Recompute bounds and residues independently in the standalone test,M=98079699360994458463449574431304277015588525938982026813 exceeds twice all rebuilt bounds,None,confirmed,experiments/e86_ht_v26.py;tests/test_ht_v26.py;results/series/ht_v26.json,Derive tighter bounds to shrink the prime count at v^28
H285,2026-08-15,[COMPUTATION] The fixed Simon--Lieb prism family with 18- and 20-site cross-sections improves the incumbent lower endpoint.,Cross-sections beyond the prior <=16-site audit could sharpen the exact finite-set contraction.,At least one exact t>=23/110 has tQ_B-P_B<0.,Run e85 and independently recompute all four safe and challenge residual signs.,All four rational safe points have negative exact residuals; transfer/enumeration controls pass.,At t=23/110 every challenge residual is positive; best safe point 2039/10000 obeys 2039^36*c_36<10000^36.,falsified,experiments/e85_kc_interval2.py;results/bounds/kc_interval2.json;tests/test_kc_interval2.py;proofs/kc_interval2.md,Try a predeclared family with materially larger cross-sections or a sharper non-scalar contraction.
H286,2026-08-15,"[LEMMA] The finite L=4,6 infrared/GKS constraint system yields exact positive zero-mode LP floors.",Finite exact real-space positivity and energy constraints can improve the naive all-ceiling infrared estimate.,Exact Fraction primal and dual LP certificates agree and give the recorded positive floors at every listed K.,Rebuild torus mode orbits and verify primal-dual feasibility and equality over Fraction.,"At L=6,K=1/5 the LP floor is 253/15552>0 while the naive all-ceiling value is -91999/1197504.",The statement is finite-volume only and does not imply a thermodynamic magnetization floor.,confirmed_finite,experiments/e85_kc_interval2.py;results/bounds/kc_interval2.json;tests/test_kc_interval2.py;proofs/kc_interval2.md,Extend exact finite-volume certificates only alongside a candidate uniform-in-L mechanism.
H287,2026-08-15,[UNRESOLVED] Finite-volume LP floors can be promoted to a uniform-in-L magnetization floor below I3/2.,Such a uniform floor is the missing implication from finite constraints to thermodynamic order.,"There exist K<I3/2,m>0,L0 with M_L(K)^2>=m for every even L>=L0.",Prove the quantified uniform statement or a finite-checkable lemma implying it.,"Positive exact floors occur at L=4 and L=6, including L=6,K=1/5.","Separate certificates at L=4,6 cannot provide the required all-L quantifiers.",unresolved,results/bounds/kc_interval2.json;proofs/kc_interval2.md,"Seek a monotonicity, compactness, or other uniform mechanism; do not promote finite floors alone."
H288,2026-08-15,"[THEOREM] The first-backtrack injection gives c_(m+n)<=c_m(c_n-a_(n-1)) for every m,n>=1.",Forcing the second segment to begin with the reverse final edge creates an injective invalid-concatenation family.,"The inequality holds for all m,n by the stated injection and matches all stored exact finite checks.","Check the injection proof and direct backtracking counts through c_9,a_8.",Direct backtracking verifies all m+n<=9 and mixed checks through external c_36.,Available exact consequences do not improve c_36^(1/36).,proved,experiments/e85_kc_interval2.py;results/bounds/kc_interval2.json;tests/test_kc_interval2.py;proofs/kc_interval2.md,Look for a larger explicitly counted invalid-concatenation family that changes the growth bound.
H289,2026-08-15,[UNRESOLVED] A first-principles finite-n proof of mu^2<=c_32/c_30 is available.,The exact n=30 ratio would improve the current SAW-derived lower endpoint.,c_32^18<c_30^18*c_36 and a proof of mu^2<=c_32/c_30 gives v_c>=sqrt(c_30/c_32)>c_36^(-1/36).,Supply an auditable finite-n ratio proof at n=30 or an applicable all-n theorem.,The exact cross-product comparison is certified; Fekete proves weaker instances n=0 through 6.,The Fekete certificate fails already at n=7 and the first-backtrack refinement does not beat c_36.,unresolved,experiments/e85_kc_interval2.py;results/bounds/kc_interval2.json;tests/test_kc_interval2.py;proofs/kc_interval2.md,Develop a genuinely stronger finite-ratio argument without assuming the disputed Kesten inequality.
H270,2026-08-15,An eight-word depth-<=16 patch can replace the AB/BB L=8 dependency pivots and restore a 256-word certificate.,"The original AB/BB family has rank 248 at L=8, but its defect need not be a dimension obstruction for F_16.",The prescribed 248 retained rows plus eight BAB descendants have projected rank 256 modulo each recorded prime.,"Rebuild all 256 exact Pauli expansions, project to the final three rungs, and compute sparse ranks modulo p1 and p2.",Both ranks are 256; the full-family rational rank is therefore 256 and D_16>=256.,No stationary all-L extension of this finite patch is supplied.,confirmed_finite,experiments/e82_ladder_all_l.py;tests/test_ladder_all_l.py;results/algebra_growth/ladder_all_l.json;proofs/ladder_all_l.md,Search for a symbolic extension of the patched seeds or a different finite-state recursion.
